All	HP:0000001
Medullary sponge kidney disease	HP:0008659
Renotubular dysgenesis	HP:0008660
Renal tubular dysgenesis	HP:0008660
Urethral stenosis	HP:0008661
Narrowing of the urethra	HP:0008661
Renal sarcoma	HP:0008663
Urethral sphincter sclerosis	HP:0008664
Clitoral hypertrophy	HP:0008665
Clitoromegaly	HP:0008665
Hypertrophic clitoris	HP:0008665
Clitoral enlargement	HP:0008665
Enlarged clitoris	HP:0008665
Prominent clitoris	HP:0008665
Impaired histidine renal tubular absorption	HP:0008666
Gonadal dysgenesis, male	HP:0008668
46,xy gonadal dysgenesis	HP:0008668
Abnormal spermatogenesis	HP:0008669
Abnormal sperm development	HP:0008669
Impaired spermatogenesis	HP:0008669
Partial vaginal septum	HP:0008670
Calcium oxalate nephrolithiasis	HP:0008672
Calcium oxalate kidney stones	HP:0008672
Oxalate nephrolithiasis	HP:0008672
Calcium oxalate urolithiasis	HP:0008672
Enlarged polycystic ovaries	HP:0008675
Congenital megaureter	HP:0008676
Congenital megaloureter	HP:0008676
Congenital nephrotic syndrome	HP:0008677
Congenital nephrosis	HP:0008677
Renal hypoplasia/aplasia	HP:0008678
Renal agenesis/hypoplasia	HP:0008678
Absent/small kidney	HP:0008678
Renal aplasia/hypoplasia	HP:0008678
Absent/underdeveloped kidney	HP:0008678
Acute tubular necrosis	HP:0008682
Renal tubular necrosis	HP:0008682
Enlarged labia minora	HP:0008683
Labia minora hypertrophy	HP:0008683
Hypertrophic labia minora	HP:0008683
Aplasia/hypoplasia of the uterus	HP:0008684
Absent/small uterus	HP:0008684
Absent/underdeveloped uterus	HP:0008684
Hypoplasia of the prostate	HP:0008687
Underdeveloped prostate	HP:0008687
Hypoplastic prostate	HP:0008687
Bilateral cryptorchidism	HP:0008689
Cryptorchidism, bilateral	HP:0008689
Solitary bladder diverticulum	HP:0008691
obsolete Hypertrophic labia minora	HP:0008694
Transient nephrotic syndrome	HP:0008695
Transient nephrosis	HP:0008695
Renal hamartoma	HP:0008696
Hypoplasia of the fallopian tube	HP:0008697
Underdeveloped fallopian tube	HP:0008697
Rudimentary fallopian tubes	HP:0008697
Absent internal genitalia	HP:0008702
Gonadal calcification	HP:0008703
Ureteral triplication	HP:0008705
Distal urethral duplication	HP:0008706
Absent scrotum	HP:0008707
Absent scrotum	HP:0008707
Partial development of the penile shaft	HP:0008708
Benign prostatic hyperplasia	HP:0008711
Benign prostatic hypertrophy	HP:0008711
Ureterovesical stenosis	HP:0008714
Testicular dysgenesis	HP:0008715
Urethrovaginal fistula	HP:0008716
Urethrovaginal fistulae	HP:0008716
Unilateral renal atrophy	HP:0008717
Kidney degeneration on one side	HP:0008717
Unilateral kidney wasting	HP:0008717
Unilateral renal dysplasia	HP:0008718
Primary testicular failure	HP:0008720
Urethral diverticulum	HP:0008722
Gonadal dysgenesis with female appearance, male	HP:0008723
Xy female gonadal dysgenesis	HP:0008723
Hypoplasia of the ovary	HP:0008724
Hypoplastic ovary	HP:0008724
Underdeveloped ovary	HP:0008724
Hypoplasia of the vagina	HP:0008726
Underdeveloped vagina	HP:0008726
Hypoplastic vagina	HP:0008726
Rudimentary vagina	HP:0008726
Absence of labia majora	HP:0008729
Absent vaginal lips	HP:0008729
Female external genitalia in individual with 46,XY karyotype	HP:0008730
Males with female external genitalia	HP:0008730
Renal hypophosphatemia	HP:0008732
Dysplastic testes	HP:0008733
Decreased testicular size	HP:0008734
Small testes	HP:0008734
Testicular hypoplasia	HP:0008734
Decreased testicular size	HP:0008734
Hypoplastic testes	HP:0008734
Small testis	HP:0008734
Hypoplasia of penis	HP:0008736
Underdeveloped penis	HP:0008736
Partially duplicated kidney	HP:0008738
Partially duplicated kidney	HP:0008738
Labial pseudohypertrophy	HP:0008739
Longitudinal vaginal septum	HP:0008740
Vertical vaginal septum	HP:0008740
Prominent prostate median bar	HP:0008742
Coronal hypospadias	HP:0008743
Subcoronal hypospadias	HP:0008743
Abnormality of the aryepiglottic fold	HP:0008744
Abnormal aryepiglottic folds	HP:0008744
Cartilaginous ossification of larynx	HP:0008747
Laryngeal hypoplasia	HP:0008749
Hypoplastic larynx	HP:0008749
Laryngeal atresia	HP:0008750
Laryngeal cleft	HP:0008751
Laryngotracheoesophageal cleft i	HP:0008751
Laryngotracheal cleft	HP:0008751
Laryngeal cartilage malformation	HP:0008752
Vocal impairment, severe, due to laryngeal cartilage abnormalities	HP:0008752
Aplasia of the epiglottis	HP:0008753
Absent epiglottis	HP:0008753
Laryngeal calcification	HP:0008754
Laryngeal calcifications	HP:0008754
Laryngotracheomalacia	HP:0008755
Bowing of the vocal cords	HP:0008756
Unilateral vocal cord paralysis	HP:0008757
Unilateral paralysis of the vocal cord	HP:0008757
Violent behavior	HP:0008760
Violent behavior	HP:0008760
Repetitive compulsive behavior	HP:0008762
Repetitive compulsive behavior	HP:0008762
No social interaction	HP:0008763
No social interaction	HP:0008763
Auditory hallucinations	HP:0008765
Hearing sounds	HP:0008765
Hallucinations of sound	HP:0008765
Self-mutilation of tongue and lips due to involuntary movements	HP:0008767
Self-mutilation of tongue and lips due to involuntary movements	HP:0008767
Inappropriate sexual behavior	HP:0008768
Inappropriate sexual behavior	HP:0008768
Obsessive-compulsive trait	HP:0008770
Obsessive-compulsive traits	HP:0008770
Obsessive-compulsive trait	HP:0008770
Aplasia/Hypoplasia of the ear	HP:0008771
Absent/small ear	HP:0008771
Absent/underdeveloped ear	HP:0008771
Aplasia/Hypoplasia of the external ear	HP:0008772
Absent/underdeveloped external ear	HP:0008772
Absent/small external ear	HP:0008772
Aplasia/Hypoplasia of the middle ear	HP:0008773
Absent/small middle ear	HP:0008773
Middle ear hypoplasia/aplasia	HP:0008773
Hypoplastic/aplastic middle ear structures	HP:0008773
Absent/underdeveloped middle ear	HP:0008773
Aplasia/Hypoplasia of the inner ear	HP:0008774
Absent/small inner ear	HP:0008774
Absent/underdeveloped inner ear	HP:0008774
Abnormality of the prostate	HP:0008775
Abnormality of the prostate	HP:0008775
Abnormal renal artery morphology	HP:0008776
Abnormal kidney artery	HP:0008776
Abnormality of the renal artery	HP:0008776
Abnormal vocal cord morphology	HP:0008777
Abnormality of the vocal cords	HP:0008777
Congenital bilateral hip dislocation	HP:0008780
Wide proximal femoral metaphysis	HP:0008783
Wide metaphysis of innermost thighbone	HP:0008783
Wide capital femoral epiphyses	HP:0008784
Wide end part of innermost thighbone	HP:0008784
Delayed ossification of pubic rami	HP:0008785
Iliac crest serration	HP:0008786
Lacy appearance of iliac crest	HP:0008786
Irregular lacy iliac crest	HP:0008786
Delayed pubic bone ossification	HP:0008788
Delayed mineralization of pubic bone	HP:0008788
Absent pubic ossification in infancy	HP:0008788
Delayed maturation fo pubic bone	HP:0008788
Cone-shaped capital femoral epiphysis	HP:0008789
Cone-shaped end part of innermost thighbone	HP:0008789
Dysplastic iliac wings	HP:0008794
Externally rotated hips	HP:0008796
Externally rotated hips	HP:0008796
Early ossification of capital femoral epiphyses	HP:0008797
Widened sacrosciatic notch	HP:0008798
Limited hip movement	HP:0008800
Limited hip movement	HP:0008800
Hypoplasia of the lesser trochanter	HP:0008801
Lesser trochanter hypoplasia	HP:0008801
Hypoplasia of the femoral head	HP:0008802
Hypoplastic femoral head	HP:0008802
Small femoral heads	HP:0008802
Small head of thigh bone	HP:0008802
Narrow sacroiliac notch	HP:0008803
Broad femoral head	HP:0008804
Wide head of thigh bone	HP:0008804
Acetabular dysplasia	HP:0008807
Dysplastic acetabulae	HP:0008807
High iliac wings	HP:0008808
Narrow, high iliac wings	HP:0008808
Flattened femoral head	HP:0008812
Flattened femoral heads	HP:0008812
Flat head of thigh bone	HP:0008812
Aplastic pubic bones	HP:0008817
Absent pubic bones	HP:0008817
Large iliac wings	HP:0008818
Narrow femoral neck	HP:0008819
Narrow femoral necks	HP:0008819
Narrow neck of thigh bone	HP:0008819
Absent ossification of capital femoral epiphysis	HP:0008820
Absent ossification of femoral capital epiphyses	HP:0008820
Hypoplastic inferior ilia	HP:0008821
Hypoplastic ischiopubic rami	HP:0008822
Hypoplastic inferior pubic rami	HP:0008823
Hypoplastic iliac body	HP:0008824
Hypoplastic iliac bodies	HP:0008824
Small iliac bodies	HP:0008824
Dislocation of the femoral head	HP:0008826
Dislocated femoral heads	HP:0008826
Dislocated head of thigh bone	HP:0008826
Delayed proximal femoral epiphyseal ossification	HP:0008828
Delayed ossification of the proximal femoral epiphysis	HP:0008828
Delayed ossification proximal femoral epiphyses	HP:0008828
Delayed femoral head ossification	HP:0008829
Delayed maturation of the head of the thigh bone	HP:0008829
Hypoplastic pubic rami	HP:0008830
Irregular acetabular roof	HP:0008833
Multicentric femoral head ossification	HP:0008835
Stippled calcification proximal humeral epiphyses	HP:0008838
Speckled calcifications in end part of innermost long bone of upper arm	HP:0008838
Hypoplastic pelvis	HP:0008839
Small pelvis	HP:0008839
Hypoplastic pelvic bones	HP:0008839
Hip osteoarthritis	HP:0008843
Osteoarthritis of hip	HP:0008843
Mesomelic short stature	HP:0008845
Dwarfism, short limb mesomelic	HP:0008845
Short stature, disproportionate mesomelic	HP:0008845
Short stature, mesomelic	HP:0008845
Mesomelic dwarfism	HP:0008845
Severe intrauterine growth retardation	HP:0008846
Intrauterine growth retardation, severe	HP:0008846
Severe prenatal growth deficiency	HP:0008846
Moderately short stature	HP:0008848
Moderate short stature	HP:0008848
Short stature, moderate	HP:0008848
Severe postnatal growth retardation	HP:0008850
Severe postnatal growth deficiency	HP:0008850
Severe growth delay in children	HP:0008850
Marked growth retardation	HP:0008850
Severe postnatal growth failure	HP:0008850
Moderate postnatal growth retardation	HP:0008855
Moderate growth delay in children	HP:0008855
Neonatal short-trunk short stature	HP:0008857
Short-trunk dwarfism identifiable at birth	HP:0008857
Failure to thrive secondary to recurrent infections	HP:0008866
Faltering weight secondary to recurrent infections	HP:0008866
Weight faltering secondary to recurrent infections	HP:0008866
Feeding difficulties in infancy	HP:0008872
Disproportionate short-limb short stature	HP:0008873
Short-limbed dwarfism	HP:0008873
Short limb dwarfism	HP:0008873
Short-limb dwarfism	HP:0008873
Disproportionate short limb dwarfism	HP:0008873
Brachymelic dwarfism	HP:0008873
Dwarfism, short-limbed	HP:0008873
Short limb dwarfism, disproportionate	HP:0008873
Short stature, disproportionate short limb	HP:0008873
Micromelic dwarfism	HP:0008873
Short stature, disproportionate short-limb	HP:0008873
Mild intrauterine growth retardation	HP:0008883
Mild prenatal growth deficiency	HP:0008883
Adipose tissue loss	HP:0008887
Loss of fat tissue	HP:0008887
Severe short-limb dwarfism	HP:0008890
Postnatal growth retardation	HP:0008897
Growth retardation as children	HP:0008897
Growth delay as children	HP:0008897
Postnatal growth deficiency	HP:0008897
Postnatal growth deceleration	HP:0008897
Postnatal growth failure	HP:0008897
Rhizomelia	HP:0008905
Rhizomelic short stature	HP:0008905
Symmetrical rhizomelic limb shortening	HP:0008905
Rhizomelic shortening	HP:0008905
Short stature, rhizomelic	HP:0008905
Rhizomelic dwarfism	HP:0008905
Rhizomelic limb shortening	HP:0008905
Rhizomelic short limbs	HP:0008905
Lethal short-limbed short stature	HP:0008909
Lethal short-limbed dwarfism	HP:0008909
Lethal micromelic dwarfism	HP:0008909
Childhood-onset truncal obesity	HP:0008915
Truncal obesity apparent in childhood	HP:0008915
Neonatal short-limb short stature	HP:0008921
Dwarfism, neonatal short-limbed	HP:0008921
Short-limb dwarfism identifiable at birth	HP:0008921
Short-limb dwarfism identifiable neonatally	HP:0008921
Short-limbed dwarfism identifiable at birth	HP:0008921
Short limb dwarfism recognizable at birth	HP:0008921
Neonatal short-limbed dwarfism	HP:0008921
Childhood-onset short-trunk short stature	HP:0008922
Disproportionate short-trunk short stature, identifiable in childhood	HP:0008922
Childhood-onset short-trunk short stature	HP:0008922
Short-trunk dwarfism identifiable during childhood	HP:0008922
Asymmetric short stature	HP:0008929
Generalized neonatal hypotonia	HP:0008935
Hypotonia, neonatal, generalized	HP:0008935
Generalized low muscle tone in neonate	HP:0008935
Muscular hypotonia of the trunk	HP:0008936
Axial hypotonia	HP:0008936
Truncal hypotonia	HP:0008936
Low muscle tone in trunk	HP:0008936
Generalized lymphadenopathy	HP:0008940
Swollen lymph nodes affecting all regions of the body	HP:0008940
Generalized swelling of lymph nodes	HP:0008940
Acute rhabdomyolysis	HP:0008942
Rhabdomyolysis, acute	HP:0008942
Distal lower limb amyotrophy	HP:0008944
Lower limb degeneration	HP:0008944
Lower leg amyotrophy	HP:0008944
Lower limb muscle hypotrophy	HP:0008944
Lower limb atrophy	HP:0008944
Muscle atrophy, lower limb, distal	HP:0008944
Loss of ability to walk in early childhood	HP:0008945
Pelvic girdle amyotrophy	HP:0008946
Hip girdle amyotrophy	HP:0008946
Infantile muscular hypotonia	HP:0008947
Hypotonia in infancy	HP:0008947
Decreased muscle tone in infant	HP:0008947
Hypotonia early	HP:0008947
Infantile hypotonia	HP:0008947
Hypotonia, early	HP:0008947
Proximal upper limb amyotrophy	HP:0008948
Proximal upper limb muscle atrophy	HP:0008948
Proximal muscle atrophy in upper limbs	HP:0008948
Shoulder muscle hypoplasia	HP:0008952
Underdeveloped shoulder muscle	HP:0008952
Pectoralis major hypoplasia	HP:0008953
Pectoralis major muscle hypoplasia	HP:0008953
Intrinsic hand muscle atrophy	HP:0008954
Progressive distal muscular atrophy	HP:0008955
Proximal lower limb amyotrophy	HP:0008956
Amyotrophy involving the thigh	HP:0008956
Proximal lower limb muscle atrophy	HP:0008956
Thigh muscle atrophy	HP:0008956
Wasting of thigh muscle	HP:0008956
Amyotrophy of the thigh musculature	HP:0008956
Distal upper limb muscle weakness	HP:0008959
Calf muscle hypoplasia	HP:0008962
Hypoplastic calf muscles	HP:0008962
Underdeveloped calf muscles	HP:0008962
Tibialis muscle weakness	HP:0008963
Nonprogressive muscular atrophy	HP:0008964
Exercise-induced muscle stiffness	HP:0008967
Exercise-induced muscle stiffness	HP:0008967
Muscle stiffness with exercise	HP:0008967
Muscle stiffness, exercise-induced	HP:0008967
Muscle hypertrophy of the lower extremities	HP:0008968
Leg muscle stiffness	HP:0008969
Scapulohumeral muscular dystrophy	HP:0008970
Decreased activity of mitochondrial respiratory chain	HP:0008972
Decreased activities of mitochondrial-encoded respiratory chain complexes	HP:0008972
Decreased activity of mitochondrial respiratory complexes	HP:0008972
Necrotizing myopathy	HP:0008978
Calf muscle hypertrophy	HP:0008981
Calf hypertrophy	HP:0008981
Increased size of calf muscles	HP:0008981
Muscular hypertrophy of the calf muscles	HP:0008981
Neck muscle hypoplasia	HP:0008984
Decreased size of neck muscle	HP:0008984
Deficiency of neck muscle	HP:0008984
Small neck muscle	HP:0008984
Hypotrophic neck muscle	HP:0008984
Underdevelopment of neck muscle	HP:0008984
Increased intramuscular fat	HP:0008985
Increased intramuscular fat	HP:0008985
Agenesis of the diaphragm	HP:0008986
Absent diaphragm	HP:0008986
Agenesis of diaphragm	HP:0008986
Pelvic girdle muscle atrophy	HP:0008988
Pelvic girdle muscle wasting	HP:0008988
Exercise-induced leg cramps	HP:0008991
Increased intraabdominal fat	HP:0008993
Proximal muscle weakness in lower limbs	HP:0008994
Muscle weakness, proximal, lower limbs	HP:0008994
Proximal muscle weakness in upper limbs	HP:0008997
Pectoralis hypoplasia	HP:0008998
Underdeveloped pec muscle	HP:0008998
Hypoplastic pectoral muscle	HP:0008998
Small pec muscle	HP:0008998
Loss of truncal subcutaneous adipose tissue	HP:0009002
Loss of fat tissue in trunk	HP:0009002
Loss of subcutaneous truncal adipose tissue	HP:0009002
Loss of truncal adipose tissue	HP:0009002
Increased subcutaneous truncal adipose tissue	HP:0009003
Increased fat below the skin in trunk	HP:0009003
Hypoplasia of the musculature	HP:0009004
Poorly developed skeletal musculature	HP:0009004
Underdeveloped muscle	HP:0009004
Muscle hypoplasia	HP:0009004
Weakness of the intrinsic hand muscles	HP:0009005
Intrinsic hand muscles weakness	HP:0009005
Biceps hypoplasia	HP:0009007
Hypoplastic biceps	HP:0009007
Underdeveloped biceps	HP:0009007
Hypoplasia of serratus anterior muscle	HP:0009011
Congenital absence of gluteal muscles	HP:0009013
Upper limb muscle hypoplasia	HP:0009016
Underdevelopment of upper limb muscles	HP:0009016
Loss of gluteal subcutaneous adipose tissue	HP:0009017
Loss of fat tissue below the skin in gluts	HP:0009017
Progressive loss of facial adipose tissue	HP:0009019
Progressive loss of facial fat	HP:0009019
Facial fat wasting	HP:0009019
Progressive loss of facial subcutaneous adipose tissue	HP:0009019
Progressive loss of subcutaneous adipose tissue from face	HP:0009019
Facial fat atrophy	HP:0009019
Loss of subcutaneous adipose tissue from face, progressive	HP:0009019
Atrophy of facial adipose tissue	HP:0009019
Exercise-induced muscle fatigue	HP:0009020
